Statement,Link,Date
Military builders complete 414 installations in Eastern Military District,https://www.tass.com/defense/1558521,"2 Jan, 08:04 "
Russia’s long-range air force to improve practice of control systems use,https://www.tass.com/defense/1558519,"2 Jan, 08:02 "
Ust-Katav Plant plans to produce 150 tram cars in 2023 – CEO,https://www.tass.com/economy/1558515,"2 Jan, 07:59 "
Russia’s Federation Council prepares draft paper on gas alternatives for regional supplies,https://www.tass.com/economy/1558511,"2 Jan, 07:53 "
Russia’s partner countries realistically assess developments around Ukraine – top lawmaker,https://www.tass.com/politics/1558505,"2 Jan, 07:16 "
Heavy blast occurred in Melitopol – activist,https://www.tass.com/emergencies/1558503,"2 Jan, 07:14 "
Air alert announced in Ukraine,https://www.tass.com/world/1558501,"2 Jan, 04:51 "
United Kingdom halts Russian LNG imports from January 1 – Foreign Office,https://www.tass.com/economy/1558499,"2 Jan, 04:50 "
Gas prices to remain high – German Finance Minister,https://www.tass.com/economy/1558497,"2 Jan, 04:49 "
Russian nuclear power plants set new generation record in 2022,https://www.tass.com/economy/1558495,"2 Jan, 04:44 "
Trade turnover between Russia and Japan up 10% in 11M 2022 – statistics,https://www.tass.com/economy/1558493,"2 Jan, 04:44 "
Russia ready to supply required mineral fertilizers to Brazil – top lawmaker,https://www.tass.com/economy/1558487,"2 Jan, 04:30 "
Russia’s top lawmaker calls to solve all issues for nuclear center launch in Bolivia,https://www.tass.com/politics/1558485,"2 Jan, 04:29 "
"Russia appreciates Bolivia’s independent foreign policy, says upper house speaker",https://www.tass.com/politics/1558483,"2 Jan, 02:27 "
Brazilian president plans to enhance his country's role in world affairs – speaker,https://www.tass.com/politics/1558481,"2 Jan, 02:03 "
"Speaker conveys Putin’s greetings to Bolivian president, repeats invite to Russia",https://www.tass.com/politics/1558473,"2 Jan, 00:46 "
Upper house speaker to transmit Brazilian president’s proposals to Putin,https://www.tass.com/politics/1558469,"2 Jan, 00:43 "
Brazil’s newly-elected president ready to reset relations with Russia – speaker,https://www.tass.com/politics/1558467,"2 Jan, 00:41 "
Russian upper house speaker delivers Putin’s message to Brazil’s new president,https://www.tass.com/politics/1558465,"2 Jan, 00:38 "
"Russia sees upsurge in crimes involving weapons, explosives – Interior Ministry",https://www.tass.com/society/1558431,"2 Jan, 00:33 "
DPR head: stronger Ukrainian shellings during New Year holidays well-expected,https://www.tass.com/russia/1558427,"1 Jan, 21:31 "
Air defenses intercepted many Ukrainian shells fired at DPR Jan 1 - official,https://www.tass.com/russia/1558425,"1 Jan, 21:22 "
Many civilian facilities in DPR under Ukrainian fire over past day - official,https://www.tass.com/russia/1558423,"1 Jan, 21:20 "
Over 1.6 mln people take part in New Year celebrations across Russia - Interior Ministry,https://www.tass.com/russia/1558405,"1 Jan, 20:21 "
Russian troops destroy two Polish-made howitzers in DPR,https://www.tass.com/russia/1558391,"1 Jan, 19:53 "
Lugansk leader thanks Russian people for helping reconstruct what Kiev destroyed,https://www.tass.com/russia/1558387,"1 Jan, 19:00 "
Ukrainian shelling damages over 410 civilian infrastructure facilities in LPR in 2022,https://www.tass.com/russia/1558381,"1 Jan, 18:45 "
Ukrainian shelling kills almost 170 people in LPR in 2022,https://www.tass.com/russia/1558377,"1 Jan, 16:57 "
ISS cosmonauts to watch Soviet film on New Year's Eve,https://www.tass.com/science/1558163,"31 Dec 2022, 06:11 "
Putin allows to collect gas supplies debts in unfriendly countries’ currency,https://www.tass.com/economy/1558143,"31 Dec 2022, 03:58 "
Disconnection of backup line at ZNPP hasn’t affected power supply to Energodar — report,https://www.tass.com/ukraine/1558131,"31 Dec 2022, 01:44 "
"Ukraine changes over 7,600 place names related to Soviet Union, Russia in 2022",https://www.tass.com/world/1557591,"30 Dec 2022, 10:39 "
"Dollar grows to 72.35 rubles, euro rises to 76.25 on Moscow Exchange",https://www.tass.com/economy/1557589,"30 Dec 2022, 10:37 "
Kiev troops sustain heavy losses near Artemovsk — Zelensky’s adviser,https://www.tass.com/world/1557587,"30 Dec 2022, 10:36 "
First launch from Baikonur in 2023 scheduled for February,https://www.tass.com/science/1557585,"30 Dec 2022, 10:33 "
"Air raid alert lifted in Kiev, other Ukrainian regions",https://www.tass.com/world/1557583,"30 Dec 2022, 09:10 "
Around 120 innovative military projects used during special operation — official,https://www.tass.com/defense/1557579,"30 Dec 2022, 08:46 "
Kiev troops fire HIMARS rockets at LPR city of Bryanka,https://www.tass.com/emergencies/1557575,"30 Dec 2022, 08:45 "
Russian Defense Ministry puts 16 innovative defense technologies into practice — official,https://www.tass.com/defense/1557573,"30 Dec 2022, 08:43 "
Kiev troops shell LPR city of Stakhanov with HIMARS rockets,https://www.tass.com/emergencies/1557571,"30 Dec 2022, 07:00 "
Frigate with Tsirkon missiles to head Russia’s Mediterranean task force — source,https://www.tass.com/defense/1557563,"30 Dec 2022, 06:07 "
Germany underestimates potential risks of failed Iranian nuclear deal talks — diplomat,https://www.tass.com/politics/1557555,"30 Dec 2022, 04:52 "
Air defense systems activated in Kherson Region,https://www.tass.com/emergencies/1557553,"30 Dec 2022, 04:40 "
Blasts heard in Kiev-controlled city of Zaporozhye — activist,https://www.tass.com/emergencies/1557549,"30 Dec 2022, 04:27 "
"Ukrainian artillery opens heavy fire at Makeyevka, Yasinovataya — DPR",https://www.tass.com/emergencies/1557547,"30 Dec 2022, 04:25 "
"Life sentences for sabotage, protection of pension savings: Putin signs last laws of 2022",https://www.tass.com/politics/1557543,"30 Dec 2022, 04:20 "
Synod of ROC expresses support to people that seek to preserve church unity in Ukraine,https://www.tass.com/russia/1557531,"30 Dec 2022, 01:37 "
Russia’s digital ruble bill submitted to State Duma,https://www.tass.com/economy/1557525,"30 Dec 2022, 01:05 "
Bank of Russia authorizes ruble transfers for banks from unfriendly states,https://www.tass.com/economy/1557517,"30 Dec 2022, 00:55 "
"Biden’s statements on Ukraine crisis are illogical, Lavrov says",https://www.tass.com/politics/1557109,"29 Dec 2022, 10:06 "
"Dollar falls to 72.1 rubles, euro drops to 75.85 rubles on Moscow Exchange",https://www.tass.com/economy/1557107,"29 Dec 2022, 10:04 "
Air raid sirens once again sound in several regions of Ukraine,https://www.tass.com/world/1557105,"29 Dec 2022, 10:03 "
No plans to promote escalatory approach — Lavrov,https://www.tass.com/politics/1557101,"29 Dec 2022, 09:24 "
Lavrov highlights need to liberate Russia’s four new regions,https://www.tass.com/politics/1557099,"29 Dec 2022, 08:40 "
"Talks between Syrian, Turkish defense chiefs pave way for presidential summit — expert",https://www.tass.com/world/1557097,"29 Dec 2022, 08:10 "
"Syrian Defense Ministry describes meeting of Syrian, Turkish defense chiefs as positive",https://www.tass.com/world/1557095,"29 Dec 2022, 07:53 "
Lavrov lauds Saudi Arabia’s efforts to find ways to resolve Ukraine issue,https://www.tass.com/politics/1557091,"29 Dec 2022, 06:32 "
Air raid sirens go off in some regions of Ukraine,https://www.tass.com/world/1557089,"29 Dec 2022, 06:29 "
Explosions heard in Ukraine’s Nikopol — media,https://www.tass.com/world/1557081,"29 Dec 2022, 03:39 "
"Turkish, Syrian defense chiefs meet in Moscow for first time in 11 years — TV",https://www.tass.com/world/1557079,"29 Dec 2022, 03:38 "
Serbian president thanks Russia for political support amid rising tensions in Kosovo,https://www.tass.com/world/1557063,"29 Dec 2022, 01:39 "
"Russian, Belarusian servicemen hold exercises at training ground in Belarus",https://www.tass.com/defense/1556599,"28 Dec 2022, 08:26 "
"Russia, China complete ‘Naval Interaction’ exercise in East China Sea",https://www.tass.com/defense/1556597,"28 Dec 2022, 08:20 "
‘Brain-eating’ amoeba not transmissible among humans — sanitary watchdog’s expert,https://www.tass.com/society/1556149,"27 Dec 2022, 01:52 "
Two civilians wounded in Makeyevka as result of shelling by Ukrainian troops,https://www.tass.com/emergencies/1556145,"27 Dec 2022, 01:48 "
Two civilians wounded in Donetsk as result of shelling by Ukrainian troops,https://www.tass.com/emergencies/1556137,"27 Dec 2022, 01:37 "
"Dollar down to 69.88 rubles, euro down to 74.33 rubles at Moscow Exchange opening",https://www.tass.com/economy/1555773,"26 Dec 2022, 10:09 "
Zaporozhye Region public calls on UN to send mission to see that Ukraine shells ZNPP,https://www.tass.com/politics/1555771,"26 Dec 2022, 09:52 "
"Russia to do everything to prevent nuclear catastrophe, World War III — Medvedev",https://www.tass.com/politics/1555769,"26 Dec 2022, 08:29 "
"Political settlement in Ukraine possible, but not on Kiev’s terms — Foreign Ministry",https://www.tass.com/politics/1555759,"26 Dec 2022, 06:01 "
Russia entitled to do whatever it wants with assets of unfriendly states — Medvedev,https://www.tass.com/politics/1555757,"26 Dec 2022, 05:05 "
"EU market open for Russian LNG, supply to grow to 21 bln cubic meters in 2022 — Deputy PM",https://www.tass.com/economy/1555755,"26 Dec 2022, 03:35 "
Medvedev places responsibility for revival of Nazi ideology on Europe,https://www.tass.com/politics/1555753,"26 Dec 2022, 03:26 "
"Russia will do without West until wise politicians come to power there, says Medvedev",https://www.tass.com/politics/1555751,"26 Dec 2022, 02:15 "
"Situation around grain deal enriched big US companies, says Medvedev",https://www.tass.com/politics/1555749,"26 Dec 2022, 02:13 "
"Anti-Russian sanctions are signal to other countries not to deal with West, says Medvedev",https://www.tass.com/politics/1555747,"26 Dec 2022, 02:11 "
Russia to spare no effort to achieve goals of its special operation — Medvedev,https://www.tass.com/politics/1555745,"26 Dec 2022, 02:08 "
It was difficult but necessary decision to begin special operation — Medvedev,https://www.tass.com/politics/1555743,"26 Dec 2022, 02:01 "
Relations between China and Russia strong as monolith — Foreign Minister,https://www.tass.com/world/1555617,"25 Dec 2022, 09:05 "
New Russian regions receive medical insurance system documents — Fund,https://www.tass.com/society/1555611,"25 Dec 2022, 07:11 "
Twenty companies in St. Petersburg apply for industrial mortgage loans — Vice-Governor,https://www.tass.com/economy/1555607,"25 Dec 2022, 06:33 "
Branch of Tula-based defense industry company to produce smart projectiles,https://www.tass.com/defense/1555605,"25 Dec 2022, 06:32 "
Russia’s Metropolitan Archbishop calls to share joy of Christmas with others,https://www.tass.com/russia/1555603,"25 Dec 2022, 05:13 "
Investments in Russian gambling industry surge 1.5-fold in 2022 — expert,https://www.tass.com/economy/1555601,"25 Dec 2022, 04:50 "
Russian Cabinet allocates $11.6 mln for wheat supplies to Cuba,https://www.tass.com/economy/1555595,"25 Dec 2022, 03:20 "
Roman Catholic world celebrates Christmas,https://www.tass.com/world/1555593,"25 Dec 2022, 03:06 "
Kherson Region governor slams Ukraine’s shelling of Kherson as false flag to blame Russia,https://www.tass.com/russia/1555577,"25 Dec 2022, 00:51 "
Russia poised to prevent fuel price hike in 2023 above inflation — deputy PM,https://www.tass.com/russia/1555569,"25 Dec 2022, 00:40 "
Ukrainian forces open fire on Republican Injury Center in Donetsk — mayor,https://www.tass.com/russia/1555557,"24 Dec 2022, 23:02 "
Russian Admiralty Shipyards head Alexander Buzakov dies — corporation,https://www.tass.com/russia/1555555,"24 Dec 2022, 22:41 "
Russia’s non-resource non-energy exports dropped 1.5% in January-October 2022 — deputy PM,https://www.tass.com/economy/1555551,"24 Dec 2022, 22:40 "
"Former Roscosmos chief suffers concussion, shrapnel wound above right scapula — aide",https://www.tass.com/russia/1555539,"24 Dec 2022, 19:56 "
Ukrainian Armed Forces shell Donetsk with five MLRS rockets,https://www.tass.com/emergencies/1555425,"24 Dec 2022, 10:24 "
Only latest Patriot system modification can cause issues — DPR’s People's Militia,https://www.tass.com/politics/1555419,"24 Dec 2022, 09:13 "
Inspections planned in similar places after fire at illegal nursing home in Kemerovo,https://www.tass.com/emergencies/1555417,"24 Dec 2022, 07:36 "
Death toll from fire at illegal nursing home in Russia’s Kemerovo rises to 20,https://www.tass.com/emergencies/1555405,"24 Dec 2022, 03:26 "
"Donbass dreams of peace, opportunity to ‘pay off debt’ Russia — DPR leader",https://www.tass.com/russia/1555401,"24 Dec 2022, 02:06 "
Kremlin refutes claims that Putin receives ‘distorted’ data on special operation — WSJ,https://www.tass.com/russia/1555397,"24 Dec 2022, 01:45 "
"Russian ministry lists journalists Andrey Kolesnikov, Gleb Pyanykh as foreign agents",https://www.tass.com/russia/1555389,"24 Dec 2022, 01:27 "
Fourteen 155mm shells fired by Ukrainian troops at Donetsk and Makeyevka,https://www.tass.com/russia/1555379,"24 Dec 2022, 01:22 "
"French society not Russophobic, just misinformed — French Academy head",https://www.tass.com/world/1555383,"24 Dec 2022, 01:12 "
"Dollar declines to 68.5 rubles, euro slides to 73.05 on Moscow Exchange",https://www.tass.com/economy/1554901,"23 Dec 2022, 10:51 "
Extremism-related crimes on rise in Russia this year — ministry,https://www.tass.com/emergencies/1554897,"23 Dec 2022, 10:50 "
"Almost 20,000 people perish in Russia due to crimes in January-November 2022",https://www.tass.com/emergencies/1554895,"23 Dec 2022, 10:12 "
Russian nature ministry urges not to choose live rabbits as New Year present,https://www.tass.com/society/1554891,"23 Dec 2022, 10:08 "
Russian contestant to wear ‘Crown of the Russian Empire’ dress at Miss Universe 2022,https://www.tass.com/society/1554889,"23 Dec 2022, 10:07 "
No talks on security guarantees without recognition of true Ukrainian situation — diplomat,https://www.tass.com/politics/1554879,"23 Dec 2022, 07:00 "
Russia’s Tambov nuclear sub begins sea trials after modernization,https://www.tass.com/defense/1554877,"23 Dec 2022, 06:58 "
North Korea rejects claims of alleged arms supplies to Russia — Yonhap,https://www.tass.com/world/1554859,"23 Dec 2022, 04:20 "
Russia’s Volgograd to host youth football competition under UEFA aegis,https://www.tass.com/sport/1554861,"23 Dec 2022, 04:16 "
Most Russians name special military operation as main event of 2022 — VTsIOM,https://www.tass.com/society/1554851,"23 Dec 2022, 02:29 "
LPR returned over 100 bodies of Ukrainian servicemen since start of conflict — official,https://www.tass.com/society/1554839,"23 Dec 2022, 01:59 "
DPR PM wounded in shelling attack on hotel in Donetsk,https://www.tass.com/emergencies/1554171,"22 Dec 2022, 07:48 "
"Former Roscosmos chief Rogozin wounded in Donetsk, his life is out of danger — aide",https://www.tass.com/emergencies/1554169,"22 Dec 2022, 06:15 "
Putin calls for improving system of protection of Russian-Belarusian common info resources,https://www.tass.com/politics/1554157,"22 Dec 2022, 05:54 "
Serbia can rely on Russia on Kosovo problem — Russian ambassador,https://www.tass.com/russia/1554151,"22 Dec 2022, 05:18 "
"Russia, Belarus must improve remote Earth probing system together — Putin",https://www.tass.com/russia/1554147,"22 Dec 2022, 05:15 "
Two killed in shelling of Leninsky District of Donetsk,https://www.tass.com/emergencies/1554131,"22 Dec 2022, 01:32 "
France’s arms supplies to Kiev make its mediation impossible,https://www.tass.com/politics/1553373,"21 Dec 2022, 10:28 "
Dollar tops 70 rubles on Moscow exchange for first time since May 11,https://www.tass.com/economy/1553371,"21 Dec 2022, 10:18 "
Kiev troops fire three MLRS rockets towards Donetsk,https://www.tass.com/emergencies/1553361,"21 Dec 2022, 08:11 "
Number of crimes committed in Russia by foreigners up 10% this year — investigators,https://www.tass.com/society/1553359,"21 Dec 2022, 08:04 "
Air raid alert issued in Kiev-controlled areas of Zaporozhye Region,https://www.tass.com/world/1553351,"21 Dec 2022, 06:46 "
White House tight-lipped on possible US delivery of Patriot systems to Kiev,https://www.tass.com/world/1553347,"21 Dec 2022, 06:40 "
"Macron plans to speak to IAEA head, Ukrainian president before calling Putin",https://www.tass.com/world/1553343,"21 Dec 2022, 06:37 "
Refugees report of dire situation in US-controlled Al-Tanf zone in Syria,https://www.tass.com/defense/1553333,"21 Dec 2022, 06:26 "
Kiev troops deliberately strike residential districts of Donetsk — Putin,https://www.tass.com/politics/1553327,"21 Dec 2022, 05:55 "
DPR acting leader asks Putin to reinforce republic's air defenses,https://www.tass.com/politics/1553323,"21 Dec 2022, 05:50 "
West disseminating fakes about ‘Russian trail’ in Kosovo conflict — ambassador,https://www.tass.com/politics/1553321,"21 Dec 2022, 05:49 "
Foreign media remain silent about Ukraine’s shelling of Donetsk civilians — Putin,https://www.tass.com/politics/1553319,"21 Dec 2022, 05:40 "
Russia urges Washington to return frozen assets to Afghan people — UN envoy,https://www.tass.com/politics/1553313,"21 Dec 2022, 05:25 "
Putin present at special operation zone during visit with joint staff — spokesman,https://www.tass.com/politics/1553309,"21 Dec 2022, 05:04 "
Israeli warplanes deliver strike on military targets in Damascus governorate,https://www.tass.com/defense/1553301,"21 Dec 2022, 05:01 "
"Minsk sees eye to eye with Moscow on debt restructuring, says Belarusian PM",https://www.tass.com/world/1553299,"21 Dec 2022, 02:26 "
Transneft ready to expand capacities to pump Russian oil eastward if necessary,https://www.tass.com/economy/1553297,"21 Dec 2022, 02:24 "
"Russia, China need take no action to undermine NATO, to fall on own — Russian lawmaker",https://www.tass.com/politics/1553295,"21 Dec 2022, 02:15 "
Two Turkish warplanes return home after being stuck in Kiev since February — TV,https://www.tass.com/world/1553293,"21 Dec 2022, 02:13 "
Impossible to solve Afghanistan’s problems without a dialogue with the Taliban — UN envoy,https://www.tass.com/politics/1553291,"21 Dec 2022, 02:07 "
Situation in LPR still very tense — Putin,https://www.tass.com/politics/1553289,"21 Dec 2022, 02:01 "
Ukrainians shelled central Donetsk with powerful rockets — military official,https://www.tass.com/emergencies/1552895,"20 Dec 2022, 08:06 "
"Dollar climbs to 65.19 rubles, euro up to 69.17 rubles",https://www.tass.com/economy/1552319,"19 Dec 2022, 09:55 "
Ukrainian troops launch five HIMARS rockets at LPR settlement,https://www.tass.com/emergencies/1552315,"19 Dec 2022, 09:53 "
Two people injured in Ukrainian shelling of Russia’s Belgorod Region,https://www.tass.com/emergencies/1552283,"19 Dec 2022, 03:54 "
Three people wounded in Donetsk as result of shelling by Ukrainian troops,https://www.tass.com/emergencies/1552281,"19 Dec 2022, 02:28 "
Two people hurt in Ukraine’s shelling attack on hospital in Donetsk,https://www.tass.com/russia/1552269,"19 Dec 2022, 01:13 "
Jet fire at oil and gas condensate field in Irkutsk region extinguished,https://www.tass.com/russia/1552267,"19 Dec 2022, 00:56 "
Five people hurt in fire at oil and gas condensate field in Irkutsk region,https://www.tass.com/russia/1552257,"18 Dec 2022, 23:59 "
Over 170 flights either delayed or cancelled at Moscow’s airports due to heavy snow,https://www.tass.com/russia/1552247,"18 Dec 2022, 23:48 "
Several people wounded in Ukraine’s shelling attack on hospital in Donetsk — mayor,https://www.tass.com/russia/1552249,"18 Dec 2022, 23:47 "
Fire breaks out at gas treatment unit at oil and gas condensate field in Irkutsk region,https://www.tass.com/russia/1552245,"18 Dec 2022, 23:46 "
Putin says believes that ongoing big changes are for the better,https://www.tass.com/russia/1552229,"18 Dec 2022, 21:12 "
Another series of explosions rock central Donetsk,https://www.tass.com/russia/1552221,"18 Dec 2022, 20:07 "
Ukrainian troops shell central Donetsk from Grad multiple rocket launchers,https://www.tass.com/russia/1552217,"18 Dec 2022, 19:36 "
Number of those wounded in shelling by Ukrainian troops in Belgorod region up to 8,https://www.tass.com/russia/1552215,"18 Dec 2022, 19:24 "
Two civilians wounded in Donetsk’s western suburb in shelling by Ukrainian troops,https://www.tass.com/russia/1552213,"18 Dec 2022, 19:15 "
Russian Sports Minister confirms he may return as FISU president,https://www.tass.com/sport/1552181,"18 Dec 2022, 17:40 "
Pyotr Ivanov returns to post of President of Russian Athletics Federation,https://www.tass.com/sport/1552173,"18 Dec 2022, 17:39 "
One civilian killed in Ukrainian shelling of Belgorod Region — governor,https://www.tass.com/russia/1552179,"18 Dec 2022, 17:37 "
Ukrainian army launches six Grad shells at Donetsk — DPR,https://www.tass.com/emergencies/1552133,"18 Dec 2022, 10:00 "
Ukraine’s military shell Alchevsk using HIMARS launchers,https://www.tass.com/emergencies/1552123,"18 Dec 2022, 08:23 "
Defense Minister Shoigu inspects group of troops in special operation zone — ministry,https://www.tass.com/defense/1552121,"18 Dec 2022, 08:19 "
Ukraine’s military fires at Donetsk and Yasinovataya community from cannon artillery,https://www.tass.com/russia/1552115,"18 Dec 2022, 06:43 "
New protective shield at Zaporozhye NPP withstands shelling by Ukrainian forces — official,https://www.tass.com/defense/1552105,"18 Dec 2022, 02:47 "
Russian Defense Ministry releases video of Kalibr missile launch to hit targets in Ukraine,https://www.tass.com/defense/1552101,"18 Dec 2022, 02:13 "
Andrey Filatov reelected president of Russia’s Chess Federation,https://www.tass.com/sport/1552069,"17 Dec 2022, 21:06 "
HIMARS attack kills three civilians in LPR’s Schastye,https://www.tass.com/russia/1552013,"17 Dec 2022, 18:22 "
"Despite tricky energy situation, EU keeps harming its own interests — diplomat",https://www.tass.com/politics/1551971,"17 Dec 2022, 10:22 "
Direct trilateral talks on Zaporozhye NPP protection zone impossible — diplomat,https://www.tass.com/politics/1551969,"17 Dec 2022, 10:19 "
Too early to say that deal Zaporozhye NPP protection zone is near — diplomat,https://www.tass.com/politics/1551965,"17 Dec 2022, 10:01 "
Broader EU sanctions to increase support for Russia worldwide — Russian mission,https://www.tass.com/politics/1551963,"17 Dec 2022, 09:58 "
Current surge in flu cases unlikely to exceed 2009 pandemic — expert,https://www.tass.com/society/1551953,"17 Dec 2022, 09:54 "
Troop commanders report their special military operation plans to Putin,https://www.tass.com/defense/1551949,"17 Dec 2022, 09:07 "
Resumption of direct air service with Cyprus not discussed now — diplomat,https://www.tass.com/economy/1551947,"17 Dec 2022, 08:59 "
Putin visits joint staff of troops involved in military operation — spokesman,https://www.tass.com/politics/1551943,"17 Dec 2022, 08:00 "
US court to resume pretrial hearings into Russian citizen Vinnik’s case next year,https://www.tass.com/world/1551941,"17 Dec 2022, 07:48 "
West seeks to dissuade African states from participating in Russia-Africa summit — senator,https://www.tass.com/politics/1551939,"17 Dec 2022, 07:43 "
Kiev troops pound Donetsk with Grad rockets,https://www.tass.com/russia/1551937,"17 Dec 2022, 07:35 "
Avangard missiles put on combat duty in Russia’s southern Urals,https://www.tass.com/defense/1551935,"17 Dec 2022, 06:03 "
Solid defense lines created near Kakhovka Reservoir — DPR Militia,https://www.tass.com/russia/1551931,"17 Dec 2022, 05:24 "
Africa-US food partnership not harmful to Russia’s interests — senior diplomat,https://www.tass.com/politics/1551929,"17 Dec 2022, 05:00 "
Kadyrov says he is proud of EU sanctions against his daughters,https://www.tass.com/russia/1551925,"17 Dec 2022, 04:39 "
"Scientist names meteoroids, space junk as likely causes of Soyuz damage",https://www.tass.com/russia/1551923,"17 Dec 2022, 04:04 "
Roscosmos sees no need to employ urgent ISS evacuation procedure,https://www.tass.com/science/1551919,"17 Dec 2022, 03:08 "
DPR head plans to bring up issues crucial for DPR residents at meeting with Putin,https://www.tass.com/politics/1551911,"17 Dec 2022, 02:13 "
Russia’s Vinnik requests release on bail — court papers,https://www.tass.com/russia/1551909,"17 Dec 2022, 02:09 "
Sanctions on Russian lawmakers to boomerang on parliamentary diplomacy in Europe — senator,https://www.tass.com/politics/1551907,"17 Dec 2022, 01:53 "
Russian Strategic Missile Forces perform 60% of strategic deterrence missions — commander,https://www.tass.com/defense/1551349,"16 Dec 2022, 08:53 "
Death toll in bus crash in Russia’s Khabarovsk Region rises to seven,https://www.tass.com/emergencies/1551345,"16 Dec 2022, 08:49 "
Ukrainian forces putting up defenses near Svatovo — LPR militia,https://www.tass.com/emergencies/1550747,"15 Dec 2022, 10:31 "
Number of injured in oil refinery fire in Eastern Siberia rises to five — officials,https://www.tass.com/emergencies/1550743,"15 Dec 2022, 10:11 "
"Fire engulfs East Siberian oil refinery, mayor reports",https://www.tass.com/emergencies/1550719,"15 Dec 2022, 06:46 "
Putin to convene meeting of strategic development council on Thursday,https://www.tass.com/politics/1550717,"15 Dec 2022, 06:45 "
Roscosmos unit to place GLONASS ground segment in Venezuela,https://www.tass.com/economy/1550705,"15 Dec 2022, 03:54 "
"Mir cards may become available in Venezuela, talks are underway — Russian deputy PM",https://www.tass.com/economy/1550695,"15 Dec 2022, 03:16 "
"Ukrainian forces shell DPR seven times in past six hours, republic says",https://www.tass.com/emergencies/1550691,"15 Dec 2022, 03:14 "
Russia’s main New Year tree arrives at Kremlin,https://www.tass.com/society/1550685,"15 Dec 2022, 01:52 "
Italian expert accuses EC President von der Leyen of deepening Russia-NATO rift,https://www.tass.com/world/1550221,"14 Dec 2022, 10:27 "
Blasts heard in Ukraine’s capital Kiev – media,https://www.tass.com/world/1550219,"14 Dec 2022, 10:25 "
Five populated areas in DPR shelled by Kiev troops early on Wednesday,https://www.tass.com/emergencies/1550217,"14 Dec 2022, 10:24 "
"Dollar grows to 63.08 rubles, euro rises to 68.27 on Moscow Exchange",https://www.tass.com/economy/1550215,"14 Dec 2022, 09:51 "
Russia’s Yars ICBM loaded into silo in Central Russia,https://www.tass.com/defense/1550211,"14 Dec 2022, 09:50 "
Soft landing device installed on Russia’s Luna-25 mission spacecraft,https://www.tass.com/science/1550209,"14 Dec 2022, 09:48 "
Moldova mulls suing Gazprom for non-fulfillment of contract – deputy premier,https://www.tass.com/economy/1550207,"14 Dec 2022, 09:43 "
Abducted Lisichansk priest released from Ukrainian captivity,https://www.tass.com/emergencies/1550203,"14 Dec 2022, 09:36 "
US accuses five Russians of unlawfully procuring electronic components for Russia,https://www.tass.com/emergencies/1550197,"14 Dec 2022, 06:21 "
Runet Prize awarded to two special projects by TASS,https://www.tass.com/society/1550195,"14 Dec 2022, 06:20 "
"US suspends export privileges of three persons, two legal entities for exports to Russia",https://www.tass.com/economy/1550193,"14 Dec 2022, 06:17 "
More anti-Russian sanctions to make situation in EU even worse – Hungarian top diplomat,https://www.tass.com/world/1550191,"14 Dec 2022, 06:15 "
"Zaporozhye NPP security zone is within IAEA, Russia and Ukraine’s competence – diplomat",https://www.tass.com/politics/1550189,"14 Dec 2022, 05:58 "
UN deputy chief’s visit to Kherson aimed to show global community’s support – official,https://www.tass.com/politics/1550187,"14 Dec 2022, 03:56 "
"Sanctions pressure against Russia may increase in 2023-2024, expert says",https://www.tass.com/economy/1550181,"14 Dec 2022, 03:51 "
UN deputy chief visited Kherson in violation of Russian border crossing rules – governor,https://www.tass.com/politics/1550179,"14 Dec 2022, 03:50 "
"Russia seeks peaceful end to Ukrainian conflict, but has to continue operation – mission",https://www.tass.com/politics/1550177,"14 Dec 2022, 03:48 "
"IAEA chief, Ukrainian PM make progress on topic of security zone around ZNPP – IAEA",https://www.tass.com/economy/1550171,"14 Dec 2022, 01:58 "
Paris’ rhetoric on Ukraine resembles split on two chairs – diplomat,https://www.tass.com/politics/1550169,"14 Dec 2022, 01:55 "
Ships transporting foodstuffs resume navigation from Ukrainian ports – Istanbul center,https://www.tass.com/economy/1550167,"14 Dec 2022, 01:53 "
New Belarusian foreign minister to continue partnership relations with Moscow – Lavrov,https://www.tass.com/politics/1550165,"14 Dec 2022, 01:51 "
Russian peacekeepers hold negotiations to restore traffic through Lachin corridor,https://www.tass.com/defense/1550163,"14 Dec 2022, 01:48 "
Turkish side spurns patrol duties in Syria again under pretext of bad weather,https://www.tass.com/defense/1550161,"14 Dec 2022, 01:46 "
IAEA to ensure continuous presence of experts at all of Ukraine’s NPPs,https://www.tass.com/world/1550159,"14 Dec 2022, 01:44 "
Hungary doesn't rule out changes in gas contracts with Russia – country’s Foreign Minister,https://www.tass.com/economy/1550155,"14 Dec 2022, 01:42 "
Russian Consulate in China denies rumors of passenger border crossings’ opening,https://www.tass.com/politics/1549687,"13 Dec 2022, 10:16 "
"Dollar, euro mixed at Moscow Exchange in opening hours",https://www.tass.com/economy/1549685,"13 Dec 2022, 09:59 "
Hotel building in Gorlovka damaged by Ukrainian army shelling — Mayor,https://www.tass.com/emergencies/1549681,"13 Dec 2022, 08:42 "
EU energy ministers to attempt approving gas price cap,https://www.tass.com/economy/1549679,"13 Dec 2022, 08:39 "
Russia may again become key gas supplier for Europe — Bloomberg columnist,https://www.tass.com/economy/1549677,"13 Dec 2022, 07:56 "
Majority of Russians prefers mortgage to rented accommodation — poll,https://www.tass.com/economy/1549673,"13 Dec 2022, 07:40 "
